,year,price
0,0.6315789473684248,0.6392500000000001
1,0.4210526315789451,0.16428571428571428
2,0.21052631578947967,1.0
3,0.5789473684210549,0.14285714285714288
4,0.526315789473685,0.5355357142857143
5,0.5789473684210549,0.39267857142857143
6,0.21052631578947967,0.16071428571428573
7,0.21052631578947967,0.4821428571428572
8,0.3684210526315752,0.2605357142857143
9,0.4210526315789451,0.30000000000000004
10,0.3157894736842053,0.15000000000000002
11,0.6842105263157947,0.29642857142857143
12,0.4210526315789451,0.7678571428571429
13,0.6315789473684248,0.4285714285714286
14,0.8947368421052602,0.5482142857142858
15,0.10526315789473983,0.11785714285714287
16,0.2631578947368496,0.23196428571428573
17,0.47368421052631504,0.18910714285714286
18,0.4210526315789451,0.3391071428571429
19,0.8947368421052602,0.5357142857142858
20,0.7368421052631646,0.6392857142857143
21,0.21052631578947967,0.4910714285714286
22,0.2631578947368496,0.2855357142857143
23,0.47368421052631504,0.55
24,0.6842105263157947,0.38571428571428573
25,0.526315789473685,0.21071428571428574
26,0.05263157894736992,0.29285714285714287
27,0.10526315789473983,0.17857142857142858
28,0.7368421052631646,0.7051428571428572
29,0.3157894736842053,0.10535714285714287
30,0.5789473684210549,0.22410714285714287
31,0.526315789473685,0.7142857142857143
32,0.47368421052631504,0.04642857142857143
33,0.4210526315789451,0.7052857142857143
34,0.2631578947368496,0.37075
35,0.526315789473685,0.17857142857142858
36,0.7368421052631646,0.35321428571428576
37,0.4210526315789451,0.19642857142857145
38,0.10526315789473983,0.28571428571428575
39,0.10526315789473983,0.04285714285714286
40,0.4210526315789451,0.21410714285714288
41,0.15789473684210975,0.01785714285714286
42,0.7368421052631646,0.30700000000000005
43,0.4210526315789451,0.21414285714285716
44,0.6315789473684248,0.5175000000000001
45,0.6842105263157947,0.32125000000000004
46,0.6842105263157947,0.4821428571428572
47,0.7894736842105203,0.7496428571428572
48,0.47368421052631504,0.4998214285714286
49,0.7368421052631646,0.4998214285714286
50,0.7894736842105203,0.6069642857142857
51,0.6842105263157947,0.39267857142857143
52,0.7368421052631646,0.6426785714285714
53,0.6842105263157947,0.57125
54,0.6842105263157947,0.4821428571428572
55,0.8947368421052602,0.6422500000000001
56,0.6315789473684248,0.23214285714285715
57,0.6842105263157947,0.7139285714285715
58,0.7368421052631646,0.6392857142857143
59,0.47368421052631504,0.6425000000000001
60,0.7368421052631646,0.7853571428571429
61,0.6842105263157947,0.6067857142857144
62,0.3157894736842053,0.9639285714285715
63,0.3157894736842053,0.7139285714285715
64,0.6842105263157947,0.5710714285714286
65,0.526315789473685,0.16035714285714286
66,0.8421052631578902,0.8925000000000001
67,0.5789473684210549,0.5532142857142858
68,0.47368421052631504,0.37464285714285717
69,0.2631578947368496,0.5710714285714286
70,0.3157894736842053,0.3210714285714286
71,0.15789473684210975,0.3032142857142857
72,0.8421052631578902,0.6425000000000001
73,0.6842105263157947,0.7853571428571429
74,0.7894736842105203,0.8567857142857144
75,0.7894736842105203,0.6425000000000001
76,0.8421052631578902,0.6425000000000001
77,0.9473684210526301,0.8210714285714287
78,0.7894736842105203,0.6782142857142858
79,0.7894736842105203,0.6425000000000001
80,0.6315789473684248,0.5710714285714286
81,0.4210526315789451,0.6067857142857144
82,0.6315789473684248,0.5889285714285715
83,0.7894736842105203,0.8925000000000001
84,0.7368421052631646,0.5353571428571429
85,0.3157894736842053,0.17142857142857143
86,0.7368421052631646,0.46071428571428574
87,0.526315789473685,0.2855357142857143
88,0.4210526315789451,0.21357142857142858
89,0.5789473684210549,0.22321428571428573
90,0.5789473684210549,0.21425000000000002
91,0.7368421052631646,0.32142857142857145
92,0.6315789473684248,0.4928571428571429
93,0.47368421052631504,0.20535714285714288
94,0.7368421052631646,0.21410714285714288
95,0.4210526315789451,0.41071428571428575
96,0.5789473684210549,0.6785000000000001
97,0.526315789473685,0.2677857142857143
98,0.5789473684210549,0.17850000000000002
99,0.3684210526315752,0.21421428571428572
100,0.4210526315789451,0.17850000000000002
101,0.7894736842105203,0.2677857142857143
102,0.4210526315789451,0.8767857142857144
103,0.526315789473685,0.27142857142857146
104,0.2631578947368496,0.06785714285714287
105,0.21052631578947967,0.10714285714285715
106,0.6315789473684248,0.5714285714285715
107,0.7894736842105203,0.23196428571428573
108,0.7368421052631646,0.23196428571428573
109,0.8421052631578902,0.8569642857142857
110,0.3684210526315752,0.10696428571428572
111,0.7894736842105203,0.8569642857142857
112,0.47368421052631504,0.5356428571428572
113,0.8947368421052602,0.6427857142857143
114,0.6315789473684248,0.6427857142857143
115,0.8421052631578902,0.49992857142857144
116,0.8421052631578902,0.49992857142857144
117,0.8421052631578902,0.5927857142857144
118,0.8421052631578902,0.8570714285714286
119,0.8947368421052602,0.46421428571428575
120,0.8421052631578902,0.8927857142857144
121,0.526315789473685,0.28564285714285714
122,0.3157894736842053,0.3213571428571429
123,0.3684210526315752,0.24992857142857144
124,0.5789473684210549,0.6070714285714286
125,0.8421052631578902,0.49992857142857144
126,0.7368421052631646,0.7499285714285715
127,0.6842105263157947,0.3927857142857143
128,0.7368421052631646,0.46421428571428575
129,0.6315789473684248,0.28564285714285714
130,0.7368421052631646,0.5713571428571429
131,0.8421052631578902,0.7856428571428572
132,0.7894736842105203,0.7499285714285715
133,0.8421052631578902,0.6070714285714286
134,1.0,0.5356428571428572
135,0.6842105263157947,0.49992857142857144
136,0.6842105263157947,0.3213571428571429
137,1.0,0.5356428571428572
138,0.9473684210526301,0.6999285714285715
139,0.8421052631578902,0.7856428571428572
140,0.9473684210526301,0.6642142857142858
141,0.8421052631578902,0.5713571428571429
142,0.8421052631578902,0.9642142857142858
143,0.6842105263157947,0.6785000000000001
144,0.8421052631578902,0.8570714285714286
145,0.8421052631578902,0.6785357142857144
146,0.7368421052631646,0.5713571428571429
147,1.0,0.8927857142857144
148,0.7894736842105203,0.41421428571428576
149,0.8947368421052602,0.7856428571428572
150,0.9473684210526301,0.6642142857142858
151,1.0,0.7856428571428572
152,0.9473684210526301,0.6642142857142858
153,0.7894736842105203,0.7856428571428572
154,0.8421052631578902,0.8570714285714286
155,0.8421052631578902,0.8927857142857144
156,0.8421052631578902,0.49992857142857144
157,0.8421052631578902,0.7856428571428572
158,0.526315789473685,0.12135714285714287
159,1.0,0.5356428571428572
160,1.0,0.5356428571428572
161,0.47368421052631504,0.21421428571428572
162,0.7368421052631646,0.6427857142857143
163,1.0,0.5356428571428572
164,1.0,0.5356428571428572
165,0.7894736842105203,0.9998214285714286
166,0.8947368421052602,0.8391071428571429
167,0.9473684210526301,0.6605357142857143
168,0.9473684210526301,0.6714285714285715
169,0.8421052631578902,0.8892857142857143
170,1.0,0.6605357142857143
171,0.7894736842105203,0.5891071428571429
172,0.6842105263157947,0.0
173,0.7894736842105203,0.7498214285714286
174,0.7368421052631646,0.8892857142857143
175,0.7368421052631646,0.7676785714285714
176,0.3157894736842053,0.17857142857142858
177,0.6842105263157947,0.32125000000000004
178,0.3157894736842053,0.24982142857142858
179,0.6842105263157947,0.3928571428571429
180,0.7368421052631646,0.24982142857142858
181,0.47368421052631504,0.16071428571428573
182,0.6842105263157947,0.39267857142857143
183,0.3157894736842053,0.24285714285714288
184,0.6842105263157947,0.5535714285714286
185,0.6842105263157947,0.3392857142857143
186,0.21052631578947967,0.29464285714285715
187,0.2631578947368496,0.14285714285714288
188,0.47368421052631504,0.23660714285714288
189,0.526315789473685,0.48196428571428573
190,0.5789473684210549,0.21071428571428574
191,0.3684210526315752,0.35696428571428573
192,0.4210526315789451,0.21410714285714288
193,0.5789473684210549,0.24982142857142858
194,0.4210526315789451,0.4928571428571429
195,0.6315789473684248,0.24946428571428572
196,0.3157894736842053,0.2855357142857143
197,0.6315789473684248,0.35696428571428573
198,0.526315789473685,0.5142857142857143
199,0.8947368421052602,0.6426785714285714
200,0.7368421052631646,0.4998214285714286
201,0.21052631578947967,0.35696428571428573
202,0.5789473684210549,0.5355357142857143
203,0.6842105263157947,0.24642857142857144
204,1.0,0.5356428571428572
205,1.0,0.5356428571428572
206,0.7368421052631646,0.6427857142857143
207,0.47368421052631504,0.21421428571428572
208,1.0,0.5356428571428572
209,1.0,0.5356428571428572
210,0.526315789473685,0.12135714285714287
211,0.8421052631578902,0.7856428571428572
212,0.8421052631578902,0.49992857142857144
213,0.8421052631578902,0.8927857142857144
214,0.8421052631578902,0.8570714285714286
215,0.7894736842105203,0.7856428571428572
216,0.9473684210526301,0.6642142857142858
217,1.0,0.7856428571428572
218,0.9473684210526301,0.6642142857142858
219,0.8947368421052602,0.7856428571428572
220,0.7894736842105203,0.41421428571428576
221,1.0,0.8927857142857144
222,0.7368421052631646,0.5713571428571429
223,0.8421052631578902,0.6785357142857144
224,0.8421052631578902,0.8570714285714286
225,0.6842105263157947,0.6785000000000001
226,0.8421052631578902,0.9642142857142858
227,0.8421052631578902,0.5713571428571429
228,0.9473684210526301,0.6642142857142858
229,0.8421052631578902,0.7856428571428572
230,0.9473684210526301,0.6999285714285715
231,1.0,0.5356428571428572
232,0.6842105263157947,0.3213571428571429
233,0.6842105263157947,0.49992857142857144
234,1.0,0.5356428571428572
235,0.8421052631578902,0.6070714285714286
