,year,title_status,drive,condition
12334,1985.0,0,2,1
12335,2004.0,0,0,1
12337,2007.0,0,0,1
12344,2007.0,0,1,1
12354,2006.0,0,0,0
12372,2001.0,0,1,2
12403,2001.0,0,1,2
12404,2012.0,0,0,0
12412,2007.0,0,2,0
12434,2008.0,0,0,3
12437,2008.0,0,1,0
12439,2004.0,0,0,2
12452,2007.0,3,0,2
12475,2004.0,0,0,0
12477,2013.0,0,0,0
12479,2012.0,0,1,0
12480,1999.0,0,1,0
12483,2012.0,0,2,2
12488,2000.0,0,1,2
12490,2000.0,0,0,0
12496,2011.0,0,2,2
12506,2007.0,0,1,0
12515,2017.0,0,1,0
12516,2016.0,0,1,0
12517,2012.0,0,2,0
12518,2015.0,0,0,0
12519,2017.0,0,0,0
12520,2014.0,0,2,0
12521,2017.0,0,1,0
12522,2018.0,0,0,0
12523,2010.0,0,0,0
12524,2013.0,0,1,0
12525,2010.0,0,1,0
12538,2004.0,0,2,1
12554,2008.0,0,2,2
12558,2007.0,0,2,0
12595,2011.0,0,1,0
12614,2009.0,0,2,0
12633,2010.0,0,1,0
12641,2004.0,0,2,2
12647,2004.0,0,1,0
12653,2010.0,0,1,0
12654,2015.0,0,1,0
12686,2004.0,0,1,3
12689,2005.0,0,2,2
12690,2015.0,0,1,0
12730,2007.0,0,0,2
12731,1965.0,0,2,2
12741,2001.0,0,2,0
12752,2016.0,0,0,3
12756,2003.0,0,1,1
12769,2005.0,0,2,2
12786,2001.0,0,0,2
12809,2011.0,0,1,0
12833,2006.0,0,2,2
12852,2006.0,0,2,2
12856,2003.0,0,1,1
12859,2011.0,0,1,0
12860,2001.0,0,2,2
12861,2015.0,0,2,0
12866,2005.0,0,2,0
12875,2005.0,0,1,2
12878,2012.0,0,2,0
12880,2016.0,0,2,0
12881,2011.0,0,2,0
12882,2016.0,0,1,3
12886,2008.0,0,0,0
12888,2014.0,0,0,0
12889,2015.0,0,2,2
12904,2015.0,0,1,0
12938,2006.0,3,0,3
13002,2001.0,0,0,2
13012,2001.0,0,0,2
13013,2011.0,0,0,2
13014,2010.0,0,2,2
13016,2006.0,0,0,2
13018,2011.0,0,0,2
13019,2012.0,0,2,2
13021,2001.0,0,0,2
13022,2006.0,0,2,2
13023,2012.0,0,2,2
13025,2015.0,0,0,2
13028,2006.0,0,2,2
13030,2006.0,0,2,2
13032,2012.0,0,2,2
13033,2011.0,0,0,2
13034,2008.0,0,2,2
13035,2016.0,0,2,2
13040,2008.0,0,0,2
13123,2002.0,0,0,2
13134,2016.0,0,0,0
13145,2004.0,0,1,0
13147,1993.0,0,2,1
13153,2006.0,0,2,0
13162,2006.0,0,1,0
13163,2001.0,0,2,2
13164,2009.0,0,0,3
13165,2005.0,0,2,2
13190,2003.0,0,1,0
13252,2013.0,0,0,1
13253,2002.0,0,1,2
13282,2008.0,0,0,0
13283,2010.0,0,0,0
13284,2013.0,0,0,0
13285,2004.0,0,0,0
13288,2004.0,0,1,0
13335,2005.0,0,0,1
13338,2012.0,0,1,2
13354,2016.0,0,1,3
13368,2007.0,0,1,3
13390,2015.0,0,0,3
13392,2012.0,0,0,3
13395,2013.0,0,0,3
13397,2008.0,0,1,2
13398,2012.0,0,2,3
13400,2007.0,0,0,0
13408,2009.0,0,0,2
13410,2011.0,0,0,0
13423,2011.0,0,1,0
13429,2014.0,0,0,0
13432,2007.0,0,1,0
13433,2015.0,0,1,0
13436,2014.0,0,0,0
13448,2016.0,0,1,2
13453,2009.0,0,2,2
13455,2007.0,0,2,2
13457,2006.0,0,2,2
13458,2015.0,0,1,0
13463,2012.0,0,1,0
13468,2017.0,0,1,0
13469,2005.0,0,1,0
13473,2012.0,0,1,1
13484,2002.0,0,0,3
13485,2008.0,0,2,3
13487,2003.0,0,1,3
13488,2010.0,0,1,3
13489,2007.0,0,0,3
13490,2010.0,0,1,3
13491,2009.0,0,1,3
13492,2006.0,0,1,3
13495,2006.0,0,1,3
13497,2003.0,0,1,3
13498,2011.0,0,1,3
13499,2006.0,0,1,3
13500,2016.0,0,0,0
13502,2003.0,0,0,3
13503,2009.0,0,1,3
13504,2004.0,0,1,3
13512,2010.0,0,0,0
13517,2015.0,0,0,0
13532,2006.0,0,0,2
13566,2005.0,0,0,1
13567,2015.0,0,1,0
13574,2008.0,0,1,0
13583,1997.0,0,0,2
13638,2011.0,0,0,0
13679,2000.0,0,0,0
13680,2006.0,0,0,0
13689,2002.0,0,2,1
13717,2011.0,0,2,3
13718,2017.0,0,1,0
13721,2012.0,0,2,3
13726,2009.0,0,1,1
13730,2006.0,0,0,0
13736,2013.0,0,0,0
13805,2004.0,0,2,0
13855,2012.0,0,1,0
13877,2013.0,0,1,0
13899,2008.0,0,0,0
13901,1996.0,0,2,2
13964,2007.0,0,0,2
13989,2001.0,0,0,1
14001,2012.0,0,2,2
14023,2001.0,0,0,2
14029,2010.0,0,1,0
14046,2000.0,0,0,0
14051,2006.0,0,2,2
14052,2015.0,0,0,2
14055,2012.0,0,0,2
14056,2003.0,0,2,2
14062,2013.0,0,2,2
14063,2000.0,0,0,2
14065,2014.0,0,2,2
14066,2006.0,0,2,2
14069,2004.0,0,0,2
14070,2015.0,0,2,2
14072,2007.0,0,2,2
14073,2012.0,0,0,2
14074,2015.0,0,2,2
14076,2015.0,0,2,2
14077,2015.0,0,2,2
14078,2005.0,0,2,2
14079,2004.0,0,2,2
14080,2006.0,0,0,2
14081,2004.0,0,2,2
14082,2014.0,0,2,0
14137,2011.0,0,1,3
14160,2008.0,0,1,2
14205,2006.0,0,1,2
14226,2018.0,0,0,3
14234,2009.0,0,1,0
14241,2017.0,0,1,0
14253,2013.0,0,1,3
14258,1998.0,0,0,0
14261,2009.0,0,0,0
14264,2012.0,0,0,0
14265,2012.0,0,1,0
14266,2012.0,0,0,0
14267,2014.0,0,0,0
14269,2010.0,0,0,0
14274,1995.0,0,2,2
14275,2014.0,1,1,2
14282,2003.0,0,0,0
14284,2013.0,0,0,0
14286,2009.0,0,2,0
14288,2018.0,0,0,0
14289,2008.0,0,0,0
14292,2002.0,0,1,0
14293,2011.0,0,0,0
14295,2004.0,0,1,2
14296,2016.0,0,1,0
14361,2012.0,0,0,0
14363,2013.0,0,0,0
14364,2014.0,0,0,0
14365,2015.0,0,0,0
14371,2013.0,0,2,0
14372,2016.0,0,2,0
14380,2019.0,0,2,4
14388,2014.0,0,0,3
14406,2003.0,0,0,2
14417,2012.0,0,1,0
14428,2016.0,0,0,0
14434,2006.0,0,0,1
14443,2010.0,0,0,0
14457,2009.0,0,1,0
14474,2012.0,3,2,0
14481,2016.0,3,1,0
14483,2007.0,0,1,0
14484,2015.0,3,1,0
14485,2013.0,3,1,0
14486,2016.0,3,1,0
14487,2013.0,3,1,0
14488,2009.0,0,0,0
14492,2003.0,0,0,2
14493,2003.0,0,0,2
14497,2003.0,0,0,1
14508,2007.0,0,1,2
14514,2011.0,0,0,0
14515,2008.0,0,0,2
14522,2006.0,0,0,0
14524,2010.0,0,2,0
14533,2008.0,0,0,2
14540,2007.0,0,0,2
14541,2007.0,0,0,2
14543,2000.0,0,1,0
14550,2007.0,0,0,0
14551,2009.0,0,0,0
14553,2010.0,0,2,0
14555,2007.0,0,0,2
14579,2007.0,0,0,0
14582,2010.0,0,0,0
14585,2009.0,0,1,0
14590,2012.0,0,0,0
14591,2013.0,0,0,0
14593,2014.0,0,0,0
14595,2015.0,0,0,0
14612,2007.0,0,1,2
14620,2004.0,0,2,1
14626,2009.0,0,2,0
14627,2017.0,0,0,0
14634,2016.0,0,1,0
14636,2002.0,0,0,0
14637,2018.0,0,0,0
14638,2013.0,0,0,0
14639,2019.0,0,0,0
14660,2006.0,0,2,2
14691,2006.0,0,0,0
14693,2015.0,0,0,0
14730,2008.0,0,0,2
14731,2007.0,0,0,2
14754,2017.0,0,1,3
14763,1932.0,0,2,0
14800,2013.0,0,0,0
14810,2013.0,0,1,2
14829,2003.0,0,0,2
14832,2007.0,0,0,0
14836,2011.0,0,1,0
14844,2010.0,0,0,0
14849,2010.0,0,1,0
14850,2013.0,0,1,0
14851,2002.0,0,2,0
14852,2011.0,0,1,0
14866,2014.0,0,1,0
14867,2014.0,0,1,0
14868,2013.0,0,1,0
14869,2006.0,0,0,2
14870,2013.0,0,1,0
14871,2014.0,0,0,0
14873,2009.0,0,0,3
14888,2009.0,0,1,2
14896,2010.0,0,0,0
14901,2006.0,0,0,0
14910,2013.0,0,0,3
14929,2012.0,0,2,0
14948,2011.0,0,0,0
14956,2009.0,0,0,0
14958,2010.0,0,2,0
14961,2007.0,0,0,2
14963,2011.0,0,0,0
14964,2008.0,0,0,2
14965,2010.0,0,2,0
14966,2008.0,0,0,2
14967,2007.0,0,0,0
14968,2007.0,0,0,2
14969,2007.0,0,0,2
14982,2013.0,0,2,2
14992,2010.0,0,1,2
14993,2006.0,0,0,2
14995,2016.0,0,0,2
14996,2007.0,0,0,2
15001,2014.0,0,2,2
15002,2010.0,0,2,2
15009,2006.0,0,0,2
15013,2008.0,0,0,2
15014,2009.0,0,2,2
15018,2013.0,0,0,2
15021,2007.0,0,0,2
15024,2007.0,0,2,2
15031,2013.0,0,0,0
15033,2013.0,0,1,0
15045,2011.0,0,1,0
15078,2006.0,0,1,2
15091,1998.0,0,1,2
15092,2011.0,0,1,0
15095,2008.0,0,0,2
15127,2009.0,0,1,0
15129,2010.0,0,0,0
15133,2008.0,0,1,0
15134,2008.0,0,0,0
15138,2007.0,0,2,2
15161,2013.0,0,0,0
15163,2015.0,0,1,0
15164,2013.0,0,2,0
15166,2012.0,0,1,0
15167,2005.0,0,1,0
15168,2006.0,0,2,0
15169,2008.0,0,2,0
15170,2009.0,0,1,0
15174,2009.0,0,0,0
15180,2012.0,0,0,2
15203,2016.0,0,1,0
15216,2000.0,0,0,2
15217,2008.0,0,1,2
15218,2008.0,0,1,0
15220,2009.0,0,0,0
15238,2014.0,3,0,0
15243,2012.0,3,1,0
15245,2012.0,3,2,0
15246,2012.0,3,1,2
15247,2009.0,0,1,0
15248,2010.0,0,0,0
15249,2007.0,0,0,0
15250,2008.0,0,0,0
15251,2009.0,3,1,0
15252,2007.0,0,0,0
15253,2008.0,3,1,0
15254,2015.0,3,1,0
15255,2011.0,3,0,0
15256,2014.0,3,0,0
15263,2010.0,0,2,2
15264,2003.0,0,2,2
15295,2018.0,0,2,3
15326,2011.0,0,0,0
15342,2017.0,1,1,0
15348,2004.0,0,1,0
15349,2007.0,0,0,0
15350,2010.0,0,2,0
15378,2003.0,0,0,0
15383,2010.0,0,0,0
15393,2002.0,0,0,1
15409,2002.0,0,2,0
15416,2005.0,0,1,0
15419,2001.0,0,2,2
15430,2004.0,0,1,0
15449,2012.0,0,1,2
15450,2002.0,0,0,0
15451,2012.0,0,1,0
15452,2008.0,0,1,0
15453,2008.0,0,0,2
15454,2012.0,0,1,0
15456,2018.0,0,0,0
15471,2003.0,0,2,2
15472,2001.0,0,2,2
15480,2002.0,0,1,0
15481,2013.0,0,0,0
15494,2010.0,0,2,0
15500,2005.0,0,1,2
15502,2009.0,0,1,2
15505,2013.0,0,1,0
15506,2000.0,0,2,2
15533,2009.0,0,0,0
15534,2014.0,3,0,0
15536,1997.0,0,1,2
15543,2014.0,0,1,2
15556,2012.0,0,0,0
15557,2012.0,0,2,0
15558,2011.0,0,2,0
15559,2014.0,0,0,0
15560,2012.0,0,1,0
15561,2012.0,0,1,0
15562,2005.0,0,0,2
15563,2010.0,0,0,0
15564,2010.0,0,0,0
15565,2013.0,0,1,0
15567,2011.0,0,1,0
15568,2013.0,0,1,0
15569,2007.0,0,0,0
15573,2002.0,0,1,1
15578,2013.0,0,2,0
15584,2011.0,0,0,0
15593,2000.0,0,0,2
15602,2011.0,0,0,0
15610,2001.0,0,2,2
15621,2007.0,0,0,2
15623,2007.0,0,2,2
15627,2004.0,0,1,0
15628,2010.0,0,0,0
15631,2010.0,0,0,2
15640,2008.0,0,0,2
15641,2011.0,0,0,2
15642,2006.0,0,1,2
15643,2007.0,0,2,2
15649,2014.0,0,1,3
15652,2015.0,0,0,0
15662,2008.0,0,0,2
15682,2010.0,0,2,0
15693,2008.0,0,0,2
15696,2010.0,0,0,0
15703,2011.0,0,0,0
15704,2007.0,0,0,0
15705,2007.0,0,0,2
15706,2007.0,0,0,2
15714,2004.0,0,0,0
15715,2010.0,0,1,0
15722,2010.0,0,0,0
15731,2012.0,0,0,0
15738,2010.0,0,1,2
15741,2012.0,0,1,0
15751,2010.0,0,0,3
15759,2006.0,0,1,0
15760,2010.0,0,1,0
15762,2004.0,0,0,0
15774,2009.0,0,2,0
15784,2010.0,0,1,0
15790,2011.0,0,1,0
15817,2019.0,0,0,0
15820,2015.0,0,0,0
15824,2013.0,0,2,0
15835,1953.0,2,2,1
15850,2016.0,3,1,0
15851,2012.0,0,0,0
15860,2015.0,3,1,0
15862,2015.0,3,0,0
15863,2016.0,3,1,0
15873,2014.0,0,0,0
15881,2013.0,0,0,0
15890,2012.0,0,2,0
15912,2015.0,0,0,0
15916,2015.0,0,0,0
15925,2015.0,0,0,0
15936,2015.0,0,0,0
15943,2015.0,1,0,3
15961,2015.0,0,0,0
15963,2006.0,0,2,2
15964,2014.0,0,2,2
15965,2008.0,0,0,2
15966,2015.0,0,0,2
15970,2011.0,0,0,0
15973,2015.0,0,0,0
15978,2002.0,0,1,0
15980,2015.0,0,0,0
15993,2015.0,0,0,0
16002,2010.0,0,0,0
16004,2017.0,1,1,3
16007,2014.0,0,0,3
16010,2015.0,0,0,0
16017,2015.0,0,0,0
16018,2001.0,0,1,2
16021,2011.0,0,2,2
16022,2012.0,0,0,2
16023,2013.0,0,0,2
16033,2016.0,0,2,0
16034,2008.0,0,0,0
16035,2010.0,0,0,0
16036,1997.0,0,2,0
16037,2012.0,0,0,0
16039,2011.0,0,1,0
16049,2015.0,0,1,0
16059,2008.0,0,1,0
16074,2009.0,0,1,0
16084,2011.0,0,0,0
16086,2011.0,0,0,0
16087,2013.0,0,1,0
16092,2014.0,0,1,0
16095,2014.0,0,0,0
16096,2009.0,0,0,0
16097,2004.0,0,0,0
16099,2002.0,0,1,0
16100,2005.0,0,0,0
16101,2001.0,0,0,0
16108,2013.0,0,0,0
16112,2015.0,0,0,0
16114,2015.0,0,0,3
16136,2007.0,0,0,0
16137,2006.0,0,1,0
16138,2010.0,0,0,0
16139,2016.0,0,1,0
16141,2010.0,0,0,0
16142,2016.0,0,0,3
16146,2011.0,0,0,0
16147,2004.0,0,0,0
16149,2011.0,0,0,0
16150,2005.0,0,0,0
16151,2013.0,0,0,0
16153,2007.0,0,0,0
16154,2004.0,0,1,0
16163,2014.0,0,0,0
16164,2008.0,0,0,0
16165,1994.0,0,2,2
16166,2005.0,0,1,0
16170,2013.0,0,1,0
16173,2013.0,0,0,0
16175,2009.0,0,0,0
16181,2011.0,0,0,0
16182,2012.0,0,0,0
16183,2010.0,0,1,3
16184,1999.0,0,0,2
16185,2010.0,0,0,0
16186,2015.0,0,1,0
16191,2014.0,0,0,0
16192,2010.0,0,1,0
16193,2011.0,0,0,0
16196,2011.0,0,0,2
16197,2004.0,0,1,2
16202,2004.0,0,0,0
16203,2003.0,0,0,0
16204,2005.0,0,0,0
16210,2002.0,0,2,0
16211,2008.0,0,0,0
16225,2011.0,1,2,3
16227,2012.0,0,1,0
16228,2011.0,0,0,0
16229,2013.0,0,0,0
16231,2007.0,0,0,0
16232,2013.0,0,0,0
16233,2014.0,0,0,0
16238,1986.0,0,0,2
16239,1997.0,0,0,0
16241,2010.0,0,0,0
16242,2009.0,0,0,0
16243,2010.0,0,1,0
16244,2014.0,0,0,0
16245,2012.0,0,1,0
16247,2015.0,0,2,3
16248,2012.0,0,0,0
16249,2008.0,0,1,0
16253,2007.0,0,0,0
16255,2012.0,0,0,0
16267,2010.0,0,0,0
16268,2008.0,0,0,0
16269,2014.0,0,0,0
16270,2009.0,0,1,0
16271,2009.0,0,2,3
16274,2006.0,0,0,0
16275,2003.0,0,0,0
16276,2012.0,0,0,0
16277,2013.0,0,0,2
16281,2011.0,0,1,0
16283,2017.0,0,0,0
16284,2016.0,0,0,0
16301,2012.0,0,0,0
16302,2009.0,0,1,0
16303,2008.0,0,1,0
16304,2011.0,0,1,0
16307,2011.0,0,0,0
16308,2015.0,0,0,0
16309,2002.0,0,1,0
16313,2016.0,0,0,0
16315,2017.0,0,0,0
16317,2016.0,0,1,0
16326,2005.0,0,0,0
16337,2012.0,0,0,0
16338,2010.0,0,0,0
16340,2009.0,0,1,0
16342,2017.0,0,0,0
16343,2015.0,0,0,0
16344,2014.0,0,0,0
16347,2002.0,0,0,0
16348,2005.0,0,0,0
16349,2007.0,0,0,0
16356,2006.0,0,2,0
16357,2016.0,0,0,0
16358,2011.0,0,0,0
16359,2008.0,0,1,2
16360,2010.0,0,1,0
16362,2011.0,0,0,0
16364,2011.0,0,0,0
16365,1997.0,0,2,0
16368,2006.0,0,0,0
16369,2006.0,0,1,0
16370,2004.0,0,0,0
16372,2013.0,0,0,0
16373,2013.0,0,1,0
16374,2016.0,0,1,3
16376,2001.0,0,0,0
16379,2014.0,0,0,3
16380,2014.0,0,0,0
16383,2009.0,0,0,0
16384,2016.0,0,2,0
16385,2015.0,0,1,0
16387,2014.0,0,0,0
16388,2004.0,0,0,0
16390,2007.0,0,0,0
16391,2012.0,0,1,0
16392,2008.0,0,0,0
16393,2017.0,0,0,0
16394,2016.0,0,0,0
16396,2014.0,0,0,0
16403,2011.0,0,0,2
16405,2010.0,0,0,0
16408,2009.0,0,1,0
16409,2004.0,0,1,0
16414,2016.0,0,0,0
16432,2009.0,0,0,0
16433,2010.0,0,1,0
16434,2014.0,0,0,0
16435,2012.0,0,1,0
16438,2005.0,0,1,0
16441,2011.0,0,0,0
16454,2004.0,0,1,2
16457,2012.0,0,0,0
16464,2008.0,0,0,0
16465,2007.0,0,1,0
16469,2012.0,0,1,0
16473,2002.0,0,2,0
16477,2015.0,0,2,3
16478,2013.0,0,1,0
16481,2007.0,0,0,0
16482,1969.0,0,2,1
16483,2009.0,0,1,0
16484,2016.0,0,1,0
16486,2011.0,0,1,0
16488,2009.0,0,2,3
16496,2017.0,0,0,0
16506,2013.0,0,0,0
16510,2003.0,0,0,0
16514,2011.0,0,0,0
16525,2006.0,0,0,0
16539,1968.0,0,0,2
16540,2005.0,0,0,0
16541,2007.0,0,0,0
16550,2009.0,0,1,0
16554,2007.0,0,2,0
16555,2012.0,0,0,0
16557,2010.0,0,0,0
16560,2004.0,0,0,0
16566,2012.0,0,0,0
16569,2011.0,0,1,0
16570,1997.0,0,2,0
16589,2010.0,0,1,0
16602,1987.0,0,0,2
16608,2015.0,0,2,0
16618,2002.0,0,1,2
16645,2014.0,0,1,2
16655,2006.0,0,1,2
16677,2006.0,0,1,2
16698,2008.0,0,0,2
16700,2008.0,0,1,0
16701,2008.0,0,1,0
16702,2005.0,0,0,0
16704,2006.0,0,1,2
16707,2004.0,0,0,0
16708,2008.0,0,2,2
16768,2006.0,0,1,0
16777,1994.0,0,0,2
16856,2015.0,0,1,3
16965,2004.0,0,2,2
16967,2006.0,0,2,2
16968,2004.0,0,0,0
16969,2008.0,3,0,2
16970,2007.0,0,0,0
16975,2010.0,0,1,2
17017,2013.0,0,2,3
17034,2003.0,0,0,2
17049,1997.0,0,1,2
17100,2002.0,0,1,2
17106,1988.0,0,0,1
17136,2001.0,0,2,2
17137,2010.0,0,1,0
17192,2007.0,3,1,2
17193,2017.0,0,0,3
17194,2012.0,0,1,0
17196,2014.0,0,0,0
17204,2015.0,0,2,3
17205,2013.0,0,1,0
17206,2016.0,0,0,0
17207,2015.0,0,0,0
17208,2012.0,0,0,0
17209,2007.0,0,0,0
17211,2018.0,0,0,0
17216,2007.0,0,0,0
17227,1988.0,0,2,1
17228,2000.0,0,1,2
17256,1988.0,0,1,1
17266,2001.0,0,0,2
17294,2010.0,0,1,0
17483,2004.0,0,0,2
17495,1971.0,0,2,0
17519,1995.0,0,0,0
17535,2004.0,0,0,1
17546,2010.0,0,2,3
17611,2006.0,0,1,2
17684,1997.0,3,1,2
17758,2016.0,0,0,0
17782,1966.0,0,2,3
17783,1966.0,0,2,3
17787,2005.0,0,2,1
17858,2004.0,0,2,0
17888,2006.0,0,0,2
17889,1994.0,3,2,2
17891,2013.0,0,0,0
17892,1994.0,3,2,2
17906,2018.0,0,2,3
17913,2004.0,3,0,5
17939,2006.0,0,1,2
18077,2005.0,0,0,0
18084,1997.0,0,0,0
18118,2013.0,0,1,0
18120,1988.0,0,2,1
18122,1992.0,0,0,0
18141,2015.0,0,2,3
18143,2016.0,0,1,0
18144,2004.0,0,1,2
18145,2015.0,0,1,0
18147,2005.0,0,0,2
18202,2016.0,0,0,0
18212,2015.0,0,1,0
18249,2010.0,0,2,0
18266,2018.0,0,0,3
18268,2018.0,0,0,3
18299,2012.0,0,1,2
18301,2015.0,0,1,3
18308,2015.0,1,1,0
18330,2017.0,0,0,3
18337,2001.0,0,1,0
18362,2012.0,0,1,0
18386,1993.0,0,1,0
18474,2004.0,0,0,2
18486,1995.0,0,0,0
18522,1986.0,0,0,2
18562,2015.0,0,2,3
18566,2005.0,0,0,3
18569,2012.0,0,1,0
18609,2007.0,0,0,2
18638,2015.0,0,0,3
18647,2013.0,0,1,0
18651,2004.0,0,0,2
18656,2019.0,0,1,3
18664,2007.0,0,0,0
18700,2016.0,0,0,2
18821,2012.0,0,2,0
18832,1998.0,0,1,2
18903,2016.0,0,2,0
18920,2007.0,0,1,0
19042,2012.0,0,1,0
19073,2009.0,0,0,0
19119,2001.0,0,1,1
19148,2007.0,0,1,0
19153,1999.0,0,0,2
19189,1997.0,0,1,0
19193,2007.0,0,2,0
19218,1997.0,0,0,0
19229,2006.0,0,1,2
19231,2014.0,0,1,0
19233,2012.0,0,0,0
19240,2008.0,0,0,0
19263,2008.0,0,1,0
19278,2013.0,0,1,0
19279,2016.0,0,0,0
19280,2015.0,0,0,0
19281,2004.0,0,1,2
19319,2015.0,0,1,0
19332,1997.0,0,1,5
19365,2016.0,0,0,0
19460,2014.0,0,1,0
19467,2001.0,0,0,2
19486,2007.0,0,1,0
19562,2007.0,0,1,0
19593,2011.0,3,0,3
19629,2013.0,0,0,0
19656,2008.0,0,0,2
19719,2006.0,0,2,2
19766,2008.0,0,0,0
19802,2017.0,0,2,0
19822,1979.0,0,2,0
19835,1998.0,0,0,0
19883,1998.0,0,0,2
19890,1990.0,0,2,0
19892,2014.0,3,1,3
19897,2015.0,0,0,5
19907,2006.0,0,1,3
19919,2014.0,0,1,0
19927,2017.0,3,0,3
19944,2019.0,0,1,0
19961,2017.0,3,1,3
